timestamp,latitude,longitude,altitude,heart_rate,power,cadence,speed,temperature,distance
2025-06-12T10:01:49.000Z,,,,68,,,,,
2025-06-12T10:01:50.000Z,,,,68,,,,,
2025-06-12T10:01:55.000Z,,,,69,,,,,
2025-06-12T10:02:02.000Z,,,,76,,,,,
2025-06-12T10:02:09.000Z,,,,72,,,,,
2025-06-12T10:02:13.000Z,,,,73,,,,,
2025-06-12T10:02:19.000Z,,,,69,,,,,
2025-06-12T10:02:22.000Z,,,,69,,,,,
2025-06-12T10:02:28.000Z,,,,69,,,,,
2025-06-12T10:02:30.000Z,,,,69,,,,,
2025-06-12T10:02:37.000Z,,,,76,,,,,
2025-06-12T10:02:44.000Z,,,,68,,,,,
2025-06-12T10:02:49.000Z,,,,68,,,,,
2025-06-12T10:02:54.000Z,,,,67,,,,,
2025-06-12T10:02:59.000Z,,,,67,,,,,
2025-06-12T10:03:02.000Z,,,,67,,,,,
2025-06-12T10:03:07.000Z,,,,67,,,,,
2025-06-12T10:03:11.000Z,,,,69,,,,,
2025-06-12T10:03:15.000Z,,,,69,,,,,
2025-06-12T10:03:24.000Z,,,,68,,,,,
2025-06-12T10:03:26.000Z,,,,68,,,,,
2025-06-12T10:03:30.000Z,,,,67,,,,,
2025-06-12T10:03:36.000Z,,,,68,,,,,
2025-06-12T10:03:42.000Z,,,,69,,,,,
2025-06-12T10:03:48.000Z,,,,68,,,,,
2025-06-12T10:03:51.000Z,,,,68,,,,,
2025-06-12T10:03:55.000Z,,,,67,,,,,
2025-06-12T10:04:00.000Z,,,,67,,,,,
2025-06-12T10:04:09.000Z,,,,72,,,,,
2025-06-12T10:04:12.000Z,,,,72,,,,,
2025-06-12T10:04:16.000Z,,,,73,,,,,
2025-06-12T10:04:24.000Z,,,,69,,,,,
2025-06-12T10:04:25.000Z,,,,69,,,,,
2025-06-12T10:04:31.000Z,,,,69,,,,,
2025-06-12T10:04:35.000Z,,,,70,,,,,
2025-06-12T10:04:44.000Z,,,,70,,,,,
2025-06-12T10:04:49.000Z,,,,70,,,,,
2025-06-12T10:04:54.000Z,,,,69,,,,,
2025-06-12T10:04:57.000Z,,,,70,,,,,
2025-06-12T10:05:03.000Z,,,,69,,,,,
2025-06-12T10:05:08.000Z,,,,70,,,,,
2025-06-12T10:05:14.000Z,,,,69,,,,,
2025-06-12T10:05:15.000Z,,,,69,,,,,
2025-06-12T10:05:20.000Z,,,,69,,,,,
2025-06-12T10:05:25.000Z,,,,71,,,,,
2025-06-12T10:05:34.000Z,,,,71,,,,,
2025-06-12T10:05:38.000Z,,,,69,,,,,
2025-06-12T10:05:42.000Z,,,,69,,,,,
2025-06-12T10:05:45.000Z,,,,68,,,,,
2025-06-12T10:05:50.000Z,,,,70,,,,,
2025-06-12T10:05:56.000Z,,,,71,,,,,
2025-06-12T10:06:00.000Z,,,,73,,,,,
2025-06-12T10:06:05.000Z,,,,73,,,,,
2025-06-12T10:06:14.000Z,,,,84,,,,,
2025-06-12T10:06:19.000Z,,,,76,,,,,
2025-06-12T10:06:24.000Z,,,,74,,,,,
2025-06-12T10:06:29.000Z,,,,71,,,,,
2025-06-12T10:06:34.000Z,,,,70,,,,,
2025-06-12T10:06:37.000Z,,,,69,,,,,
2025-06-12T10:06:42.000Z,,,,69,,,,,
2025-06-12T10:06:47.000Z,,,,68,,,,,
2025-06-12T10:06:50.000Z,,,,68,,,,,
2025-06-12T10:06:59.000Z,,,,68,,,,,
2025-06-12T10:07:00.000Z,,,,68,,,,,
2025-06-12T10:07:06.000Z,,,,69,,,,,
2025-06-12T10:07:11.000Z,,,,68,,,,,
2025-06-12T10:07:18.000Z,,,,69,,,,,
2025-06-12T10:07:22.000Z,,,,69,,,,,
2025-06-12T10:07:25.000Z,,,,70,,,,,
2025-06-12T10:07:32.000Z,,,,75,,,,,
2025-06-12T10:07:39.000Z,,,,75,,,,,
2025-06-12T10:07:44.000Z,,,,72,,,,,
2025-06-12T10:07:49.000Z,,,,71,,,,,
2025-06-12T10:07:53.000Z,,,,70,,,,,
2025-06-12T10:07:53.000Z,,,,,,,,,
2025-06-12T10:07:59.000Z,,,,72,,,,,
2025-06-12T10:08:04.000Z,,,,71,,,,,
2025-06-12T10:08:08.000Z,,,,71,,,,,
2025-06-12T10:08:12.000Z,,,,73,,,,,
2025-06-12T10:08:18.000Z,,,,72,,,,,
2025-06-12T10:08:20.000Z,,,,73,,,,,
2025-06-12T10:08:40.000Z,,,,78,,,,,
2025-06-12T10:08:45.000Z,,,,77,,,,,
2025-06-12T10:08:53.000Z,,,,76,,,,,
2025-06-12T10:08:59.000Z,,,,72,,,,,
2025-06-12T10:09:04.000Z,,,,76,,,,,
2025-06-12T10:09:09.000Z,,,,79,,,,,
2025-06-12T10:09:14.000Z,,,,78,,,,,
2025-06-12T10:09:15.000Z,,,,77,,,,,
2025-06-12T10:09:20.000Z,,,,80,,,,,
2025-06-12T10:09:29.000Z,,,,78,,,,,
2025-06-12T10:09:33.000Z,,,,77,,,,,
2025-06-12T10:09:39.000Z,,,,78,,,,,
2025-06-12T10:09:40.000Z,,,,78,,,,,
2025-06-12T10:09:45.000Z,,,,77,,,,,
2025-06-12T10:09:54.000Z,,,,75,,,,,
2025-06-12T10:09:59.000Z,,,,75,,,,,
