timestamp,success,pupil_diameter_mm,iris_diameter_mm,pupil_iris_ratio,gaze_direction,overall_confidence,pupil_classification,pupil_detected,iris_detected,pupil_center_x,pupil_center_y,iris_center_x,iris_center_y,gaze_magnitude,concentricity_score,pupil_circularity,time
2025-06-05 16:26:25.000,True,0.0,11.8,0.0,Center,0.2528034628135819,Unknown,True,False,27,198,0,0,0.0,0.0,0.3370712837514426,2025-06-05 16:26:25.000
2025-06-05 16:26:25.500,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,39,184,0,0,0.0,0.0,0.7599925612641661,2025-06-05 16:26:25.500
2025-06-05 16:26:26.000,True,0.0,11.8,0.0,Center,0.3045580346554739,Unknown,True,False,69,183,0,0,0.0,0.0,0.4060773795406319,2025-06-05 16:26:26.000
2025-06-05 16:26:26.500,True,0.0,11.8,0.0,Center,0.2595710730332094,Unknown,True,False,202,31,0,0,0.0,0.0,0.3460947640442792,2025-06-05 16:26:26.500
2025-06-05 16:26:27.000,True,0.0,11.8,0.0,Center,0.2881050802553803,Unknown,True,False,71,193,0,0,0.0,0.0,0.3841401070071737,2025-06-05 16:26:27.000
2025-06-05 16:26:27.500,True,0.0,11.8,0.0,Center,0.3545664991831158,Unknown,True,False,122,95,0,0,0.0,0.0,0.4727553322441543,2025-06-05 16:26:27.500
2025-06-05 16:26:28.000,True,0.0,11.8,0.0,Center,0.4972159517761164,Unknown,True,False,8,236,0,0,0.0,0.0,0.6629546023681552,2025-06-05 16:26:28.000
2025-06-05 16:26:28.500,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,7,239,0,0,0.0,0.0,0.7382922234102375,2025-06-05 16:26:28.500
2025-06-05 16:26:29.000,True,0.0,11.8,0.0,Center,0.2801135471775923,Unknown,True,False,63,6,0,0,0.0,0.0,0.373484729570123,2025-06-05 16:26:29.000
2025-06-05 16:26:29.500,True,0.0,11.8,0.0,Center,0.2816061185997043,Unknown,True,False,147,118,0,0,0.0,0.0,0.3754748247996058,2025-06-05 16:26:29.500
2025-06-05 16:26:30.000,True,0.0,11.8,0.0,Center,0.2321148390742536,Unknown,True,False,6,113,0,0,0.0,0.0,0.3094864520990048,2025-06-05 16:26:30.000
2025-06-05 16:26:30.500,True,0.0,11.8,0.0,Center,0.250384273031758,Unknown,True,False,32,235,0,0,0.0,0.0,0.3338456973756774,2025-06-05 16:26:30.500
2025-06-05 16:26:31.000,True,0.0,11.8,0.0,Center,0.2263743677946887,Unknown,True,False,94,115,0,0,0.0,0.0,0.3018324903929184,2025-06-05 16:26:31.000
2025-06-05 16:26:31.500,True,0.0,11.8,0.0,Center,0.247140589272931,Unknown,True,False,96,113,0,0,0.0,0.0,0.3295207856972413,2025-06-05 16:26:31.500
